@relation gps_tracking

@attribute Longtitude numeric
@attribute Latitude numeric
@attribute CurrentSpeed numeric
@attribute Timestamp date "yyyy-MM-dd HH:mm:ss"
@attribute MoveType {Walking,Running,Biking,Driving,Metro,Bus,Motionless}
@attribute IsGpsFixed {yes,no}

@data
23.721739239844457,37.999645379009664,1.6360590616861979,"2013-6-4 12:41:42",Walking,yes
23.721739239844457,37.999645379009664,1.3142834981282552,"2013-6-4 12:42:12",Walking,yes
23.721739239844457,37.999645379009664,1.290599568684896,"2013-6-4 12:42:42",Walking,yes
23.721739239844457,37.999645379009664,1.3079083251953125,"2013-6-4 12:43:12",Walking,yes
23.721739239844457,37.999645379009664,1.2579577128092447,"2013-6-4 12:43:42",Walking,yes
23.721739239844457,37.999645379009664,1.3840417771112352,"2013-6-4 12:44:12",Walking,yes
23.721739239844457,37.999645379009664,1.4576780954996744,"2013-6-4 12:44:42",Walking,yes
23.721739239844457,37.999645379009664,1.4692533139829282,"2013-6-4 12:45:12",Walking,yes
23.721739239844457,37.999645379009664,1.360732421875,"2013-6-4 12:45:42",Walking,yes
23.721739239844457,37.999645379009664,1.3413888642282197,"2013-6-4 12:46:12",Walking,yes
23.717181027816487,38.000190945869356,1.9046826680501303,"2013-6-4 13:22:14",Walking,yes
23.717181027816487,38.000190945869356,1.5825309753417969,"2013-6-4 13:22:44",Walking,yes
23.717181027816487,38.000190945869356,1.619389173719618,"2013-6-4 13:23:14",Walking,yes
23.717181027816487,38.000190945869356,1.5776505788167319,"2013-6-4 13:23:44",Walking,yes
23.717181027816487,38.000190945869356,1.482133280436198,"2013-6-4 13:24:14",Walking,yes
23.717181027816487,38.000190945869356,1.4175628086306014,"2013-6-4 13:24:44",Walking,yes
23.717181027816487,38.000190945869356,1.3405741373697917,"2013-6-4 13:25:14",Walking,yes
23.717181027816487,38.000190945869356,1.3015425364176432,"2013-6-4 13:25:45",Walking,yes
23.717181027816487,38.000190945869356,1.347802621346933,"2013-6-4 13:26:15",Walking,yes
23.717181027816487,38.000190945869356,1.3391588338216145,"2013-6-4 13:26:45",Walking,yes
23.717181027816487,38.000190945869356,1.3604682306325213,"2013-6-4 13:27:15",Walking,yes
23.717181027816487,38.000190945869356,1.3604682306325213,"2013-6-4 13:27:45",Walking,yes
23.717181027816487,38.000190945869356,1.1865353315304488,"2013-6-4 13:28:15",Walking,yes
23.717181027816487,38.000190945869356,1.0500747680664062,"2013-6-4 13:28:45",Walking,yes
23.717181027816487,38.000190945869356,0.9914989556206597,"2013-6-4 13:29:15",Walking,yes
23.717181027816487,38.000190945869356,0.9449484507242839,"2013-6-4 13:29:45",Walking,yes
23.717181027816487,38.000190945869356,0.958064479453891,"2013-6-4 13:30:15",Bus,yes
23.717181027816487,38.000190945869356,0.9690684000651042,"2013-6-4 13:30:45",Bus,yes
23.717181027816487,38.000190945869356,1.1227488735265898,"2013-6-4 13:31:15",Bus,yes
23.717181027816487,38.000190945869356,1.4779419962565103,"2013-6-4 13:31:45",Bus,yes
23.717181027816487,38.000190945869356,1.382813953218006,"2013-6-4 13:32:15",Bus,yes
23.717181027816487,38.000190945869356,1.3053791392933238,"2013-6-4 13:32:45",Walking,yes
23.717181027816487,38.000190945869356,1.2785887787307517,"2013-6-4 13:33:15",Walking,yes
23.717181027816487,38.000190945869356,1.263678741455078,"2013-6-4 13:33:45",Walking,yes
23.717181027816487,38.000190945869356,1.2411040852864583,"2013-6-4 13:34:15",Walking,yes
37.905953519796,23.716490355508228,0.0,"2013-6-20 17:29:27",Motionless,no
38.006266223888524,23.724443770646655,0.07160907346807945,"2013-6-20 17:29:57",Motionless,no
38.006289217537166,23.724346539175723,0.07160821593250034,"2013-6-20 17:30:27",Motionless,no
38.00620876668191,23.724304464855326,0.07153578311774557,"2013-6-20 17:30:57",Motionless,no
